user_id;date;gun type id;gun power;hitting the target;action id
13858;05.03.2019;12993;0;0;486
13515;05.03.2019;13470;2;1;487
14214;05.03.2019;13646;1;0;488
13611;05.03.2019;16188;1;1;489
13322;05.03.2019;16578;1;0;490
13557;05.03.2019;16774;0;1;491
13397;05.03.2019;16834;0;0;492
14032;05.03.2019;17761;1;1;493
14026;05.03.2019;17824;2;0;494
14063;06.03.2019;13614;2;1;495
14103;06.03.2019;16600;3;1;496
13324;06.03.2019;17761;3;0;497
14178;06.03.2019;17821;3;1;498
14089;16.03.2019;4408;6;1;499
13626;16.03.2019;12165;0;0;500
14018;17.03.2019;4408;0;1;501
13869;17.03.2019;12165;0;1;502
13802;17.03.2019;12849;0;0;503
13359;23.03.2019;4408;3;1;504
13569;29.03.2019;4408;23;1;505
13506;29.03.2019;12849;0;1;506
13987;29.03.2019;18202;3;1;507
13419;06.04.2019;4408;0;1;508
13481;06.04.2019;4429;0;1;509
13607;06.04.2019;12849;0;0;510
14101;21.03.2019;4429;0;1;511
13723;21.03.2019;15558;0;1;512
14270;16.04.2019;15558;0;1;513
14279;07.03.2019;4426;0;0;514
14645;07.03.2019;8507;1;1;515
14591;07.03.2019;8828;1;0;516
13901;07.03.2019;9552;1;0;517
13999;07.03.2019;10806;0;0;518
14391;07.03.2019;11211;1;1;519
14213;07.03.2019;11805;0;0;520
14352;07.03.2019;11874;1;1;521
14134;07.03.2019;11880;1;0;522
13907;07.03.2019;11934;1;1;523
14500;07.03.2019;12393;1;1;524
14138;07.03.2019;12573;0;0;525
14496;07.03.2019;12735;0;1;526
14660;07.03.2019;12933;0;0;527
14190;07.03.2019;12951;1;0;528
14652;07.03.2019;13014;0;1;529
14012;07.03.2019;13044;1;1;530
14525;07.03.2019;13089;0;0;531
14772;07.03.2019;13131;0;0;532
13840;07.03.2019;13134;3;0;533
13988;07.03.2019;13236;1;1;534
14529;07.03.2019;13617;1;1;535
14419;07.03.2019;13842;1;1;536
14485;07.03.2019;14787;1;0;537
14444;07.03.2019;16233;0;0;538
14431;07.03.2019;16450;1;1;539
14308;07.03.2019;16459;1;0;540
14328;07.03.2019;16801;2;0;541
14550;07.03.2019;18037;3;1;542
14430;12.03.2019;12738;0;0;543
13802;15.03.2019;13089;0;0;544
13915;15.03.2019;13137;1;1;545
13914;08.04.2019;8828;0;1;546
14288;08.04.2019;12114;2;0;547
14531;08.04.2019;13017;1;1;548
14539;08.04.2019;13137;1;0;549
14443;08.04.2019;14787;1;1;550
14320;01.03.2019;12738;1;1;551
15059;01.03.2019;16744;0;0;552
14154;01.03.2019;17761;1;0;553
14459;02.03.2019;12738;0;1;554
14317;03.03.2019;17761;1;1;555
15045;04.03.2019;13209;0;1;556
14685;07.03.2019;7667;3;1;557
14832;07.03.2019;13209;2;0;558
14853;07.03.2019;17761;1;0;559
14860;08.03.2019;13209;1;0;560
14897;12.03.2019;18127;1;1;561
14581;13.03.2019;13209;1;0;562
14254;13.03.2019;18130;0;0;563
14701;14.03.2019;13209;1;1;564
14614;17.03.2019;13209;1;1;565
14242;19.03.2019;13209;1;1;566
14338;20.03.2019;13209;3;1;567
14238;21.03.2019;13209;1;1;568
14289;24.03.2019;13209;0;1;569
14900;25.03.2019;13209;0;1;570
14128;26.03.2019;12738;1;1;571
14761;26.03.2019;13209;0;0;572
14463;27.03.2019;13209;2;1;573
14830;28.03.2019;13209;0;1;574
14407;29.03.2019;13209;0;1;575
14662;30.03.2019;13209;0;1;576
14831;31.03.2019;13209;0;1;577
14508;02.04.2019;13209;1;1;578
14204;03.04.2019;12738;5;0;579
14357;03.04.2019;13209;0;0;580
14624;05.04.2019;12738;1;1;581
14749;07.04.2019;12738;0;1;582
14979;08.04.2019;13209;1;1;583
14329;09.04.2019;12738;0;1;584
14344;17.04.2019;13209;1;1;585
14800;19.04.2019;12738;4;1;586
15026;19.04.2019;13209;1;0;587
14692;19.04.2019;17761;1;0;588
14716;19.04.2019;18127;1;1;589
14373;19.04.2019;18130;4;1;590
14281;23.04.2019;13209;0;1;591
14689;04.03.2019;9191;2;1;592
14870;04.03.2019;12735;3;1;593
15124;04.03.2019;13044;3;0;594
14383;04.03.2019;13116;1;1;595
14530;04.03.2019;16534;1;1;596
14895;04.03.2019;16771;1;1;597
15017;04.03.2019;17818;0;1;598
28645;03.03.2019;4456;4;1;599
28090;03.03.2019;4540;4;0;600
28110;03.03.2019;4939;1;1;601
27878;03.03.2019;8813;2;0;602
28601;03.03.2019;12384;3;1;603
28499;03.03.2019;12525;3;1;604
28214;03.03.2019;12738;1;1;605
27856;03.03.2019;14910;2;0;606
28134;03.03.2019;15549;2;0;607
28041;03.03.2019;15635;1;1;608
28152;01.04.2019;13116;0;1;609
29755;17.04.2019;4519;2;1;610
29606;17.04.2019;6121;1;1;611
29855;17.04.2019;9531;1;1;612
30430;17.04.2019;12738;0;1;613
29640;17.04.2019;15549;1;1;614
29899;17.04.2019;16819;1;1;615
29595;17.04.2019;18172;3;1;616
30545;17.04.2019;18313;2;1;617
30499;17.04.2019;18364;0;0;618
30614;01.03.2019;4462;0;1;619
30394;03.03.2019;4528;1;1;620
30275;03.03.2019;17797;1;1;621
30523;04.03.2019;4558;0;1;622
30579;07.03.2019;4528;1;0;623
30904;07.03.2019;4558;1;1;624
30694;07.03.2019;17797;1;0;625
30725;08.03.2019;4462;1;1;626
30633;08.03.2019;5407;0;1;627
30511;08.03.2019;16855;1;1;628
30194;12.03.2019;4528;0;1;629
30830;12.03.2019;6040;1;1;630
30604;13.03.2019;4480;0;1;631
30527;13.03.2019;4504;2;0;632
30746;13.03.2019;4519;0;1;633
30940;13.03.2019;4528;1;1;634
30709;13.03.2019;4558;3;1;635
31020;13.03.2019;17797;1;0;636
30960;14.03.2019;4480;0;1;637
30177;14.03.2019;4528;2;1;638
30891;14.03.2019;4573;2;0;639
30643;18.03.2019;4528;0;1;640
30498;20.03.2019;4528;0;1;641
30674;20.03.2019;4558;0;1;642
30610;20.03.2019;18172;0;1;643
30224;21.03.2019;4462;0;0;644
30340;21.03.2019;4507;1;1;645
30580;21.03.2019;4528;1;1;646
30041;21.03.2019;4558;1;1;647
30211;21.03.2019;18172;0;1;648
30524;22.03.2019;4462;0;1;649
30457;23.03.2019;4462;3;0;650
30435;23.03.2019;4507;7;1;651
30664;23.03.2019;4510;2;1;652
30609;23.03.2019;4528;1;0;653
30941;24.03.2019;4429;0;1;654
30693;26.03.2019;4429;1;1;655
30281;26.03.2019;7640;0;1;656
30389;26.03.2019;9402;1;0;657
30291;01.04.2019;4408;9;1;658
30930;01.04.2019;4429;14;0;659
30595;01.04.2019;4462;12;0;660
30597;01.04.2019;4558;16;1;661
30921;01.04.2019;15042;4;1;662
30845;01.04.2019;15369;0;1;663
30993;01.04.2019;15627;14;0;664
30894;01.04.2019;16191;0;0;665
30857;04.04.2019;625;2;1;666
30874;04.04.2019;769;1;1;667
30516;04.04.2019;4429;0;1;668
31001;04.04.2019;12525;47;1;669
30073;04.04.2019;13119;0;0;670
30704;04.04.2019;13944;0;1;671
30184;05.04.2019;625;3;1;672
30511;05.04.2019;769;0;1;673
30852;05.04.2019;7030;1;1;674
30064;05.04.2019;12525;5;0;675
30912;05.04.2019;13116;0;0;676
30798;05.04.2019;18385;1;1;677
30447;06.04.2019;12738;0;1;678
30725;08.04.2019;4486;3;0;679
30513;08.04.2019;10536;2;1;680
30921;09.04.2019;4429;0;1;681
30866;11.04.2019;625;1;0;682
30857;11.04.2019;12525;0;1;683
30991;11.04.2019;12735;2;1;684
35001;15.03.2019;11799;0;1;685
34674;15.03.2019;11955;0;0;686
34341;15.03.2019;18124;0;1;687
34381;15.03.2019;18133;0;1;688
34887;13.04.2019;772;0;1;689
35294;24.03.2019;12114;0;1;690
35700;24.03.2019;12177;1;1;691
35392;25.03.2019;4219;2;1;692
35253;25.03.2019;5812;0;1;693
35572;25.03.2019;8807;0;1;694
35585;25.03.2019;10878;0;1;695
35451;25.03.2019;11094;0;0;696
35861;25.03.2019;12114;0;0;697
35251;25.03.2019;12165;0;1;698
35477;25.03.2019;12195;0;1;699
35406;25.03.2019;12738;2;0;700
35759;25.03.2019;13131;0;0;701
35370;25.03.2019;13215;0;1;702
35748;25.03.2019;14895;0;1;703
35907;25.03.2019;16450;0;1;704
35183;25.03.2019;16504;2;1;705
35412;25.03.2019;16537;0;1;706
35298;25.03.2019;16578;0;0;707
35181;25.03.2019;16744;1;0;708
36049;25.03.2019;16774;0;1;709
35646;25.03.2019;16855;0;1;710
36037;25.03.2019;18070;2;1;711
35813;25.03.2019;18127;1;1;712
35505;25.03.2019;18142;0;0;713
35544;25.03.2019;18169;1;1;714
36138;25.03.2019;18178;1;1;715
35240;25.03.2019;18202;1;1;716
35811;25.03.2019;18217;0;0;717
35509;25.03.2019;18223;1;1;718
36001;25.03.2019;18229;0;0;719
36570;29.03.2019;628;5;1;720
36062;03.04.2019;14805;0;1;721
39890;17.04.2019;631;20;1;722
39379;17.04.2019;757;1;1;723
40121;17.04.2019;6611;2;0;724
39411;17.04.2019;9519;1;0;725
39907;17.04.2019;13791;0;0;726
39663;17.04.2019;17821;0;1;727
40174;17.04.2019;18202;0;1;728
39654;17.04.2019;18235;1;1;729
39811;17.04.2019;18424;1;0;730
39637;17.04.2019;18436;0;1;731
39867;17.04.2019;18439;0;1;732
40041;17.04.2019;18460;5;0;733
39840;18.04.2019;631;11;1;734
